,SID,WID,WORD,PARENT,RID,RELATION,lemma,upos,xpos,feats,deps,misc
1080,56,12,ze,13.0,7.0,case,z,ADP,RV--2----------,"{'AdpType': 'Voc', 'Case': 'Gen'}","[['case', 13]]",{'LId': 'z-1'}
1081,56,13,Země,11.0,26.0,nmod,země,NOUN,NNFS2-----A----,"{'Case': 'Gen', 'Gender': 'Fem', 'Number': 'Sing', 'Polarity': 'Pos'}","[['nmod:z:gen', 11]]",{'SpaceAfter': 'No'}
1082,56,14,",",19.0,33.0,punct,",",PUNCT,Z:-------------,,"[['punct', 19]]",
1083,56,15,tedy,19.0,8.0,cc,tedy,CCONJ,J^-------------,,"[['cc', 19]]",{'LId': 'tedy-2'}
1084,56,16,jen,18.0,3.0,advmod:emph,jen,PART,TT-------------,,"[['advmod:emph', 18]]",{'LId': 'jen-1'}
1085,56,17,o,18.0,7.0,case,o,ADP,RR--4----------,"{'AdpType': 'Prep', 'Case': 'Acc'}","[['case', 18]]",{'LId': 'o-1'}
1086,56,18,málo,19.0,26.0,nmod,málo,ADV,Dg-------1A----,"{'Degree': 'Pos', 'Polarity': 'Pos'}","[['nmod:o:acc', 19]]","{'LId': 'málo-3', 'LGloss': '(málo_+_příd._jm.,_př._byl_málo_důsledný)'}"
1087,56,19,více,8.0,5.0,appos,hodně,ADV,Dg-------2A----,"{'Degree': 'Cmp', 'Polarity': 'Pos'}","[['appos', 8]]","{'SpaceAfter': 'No', 'LId': 'hodně-2'}"
1088,56,20,",",22.0,33.0,punct,",",PUNCT,Z:-------------,,"[['punct', 22]]",
1089,56,21,než,22.0,7.0,case,než,SCONJ,"J,-------------",,"[['case', 22]]",{'LId': 'než-2'}
1090,56,22,úspěšnost,19.0,26.0,nmod,úspěšnost,NOUN,NNFS1-----A----,"{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Polarity': 'Pos'}","[['nmod:než', 19]]",{'LDeriv': 'úspěšný'}
1091,56,23,těsně,26.0,3.0,advmod,těsně,ADV,Dg-------1A----,"{'Degree': 'Pos', 'Polarity': 'Pos'}","[['advmod', 26]]",{'LDeriv': 'těsný'}
1092,56,24,přes,26.0,7.0,case,přes,ADP,RR--4----------,"{'AdpType': 'Prep', 'Case': 'Acc'}","[['case', 26]]",{'LId': 'přes-1'}
1093,56,25,66,26.0,28.0,nummod:gov,66,NUM,C=-------------,"{'NumForm': 'Digit', 'NumType': 'Card'}","[['nummod:gov', 26]]",
1094,56,26,%,22.0,26.0,nmod,%,SYM,Z:-------------,,"[['nmod:přes:acc', 22]]",
1095,56,27,u,28.0,7.0,case,u,ADP,RR--2----------,"{'AdpType': 'Prep', 'Case': 'Gen'}","[['case', 28]]",{'LId': 'u-1'}
1096,56,28,rostlin,22.0,26.0,nmod,rostlina,NOUN,NNFP2-----A----,"{'Case': 'Gen', 'Gender': 'Fem', 'Number': 'Plur', 'Polarity': 'Pos'}","[['nmod:u:gen', 22]]",
1097,56,29,z,31.0,7.0,case,z,ADP,RR--2----------,"{'AdpType': 'Prep', 'Case': 'Gen'}","[['case', 31]]",{'LId': 'z-1'}
1098,56,30,vesmírných,31.0,4.0,amod,vesmírný,ADJ,AANP2----1A----,"{'Case': 'Gen', 'Degree': 'Pos', 'Gender': 'Neut', 'Number': 'Plur', 'Polarity': 'Pos'}","[['amod', 31]]",
1099,56,31,semínek,28.0,26.0,nmod,semínko,NOUN,NNNP2-----A----,"{'Case': 'Gen', 'Gender': 'Neut', 'Number': 'Plur', 'Polarity': 'Pos'}","[['nmod:z:gen', 28]]",{'SpaceAfter': 'No'}
1100,56,32,.,5.0,33.0,punct,.,PUNCT,Z:-------------,,"[['punct', 5]]",
1101,57,1,Na,3.0,7.0,case,na,ADP,RR--6----------,"{'AdpType': 'Prep', 'Case': 'Loc'}","[['case', 3]]",{'LId': 'na-1'}
1102,57,2,základě,1.0,20.0,fixed,základ,NOUN,NNIS6-----A----,"{'Animacy': 'Inan', 'Case': 'Loc', 'Gender': 'Masc', 'Number': 'Sing', 'Polarity': 'Pos'}","[['fixed', 1]]",
1103,57,3,výsledků,8.0,30.0,obl,výsledek,NOUN,NNIP2-----A----,"{'Animacy': 'Inan', 'Case': 'Gen', 'Gender': 'Masc', 'Number': 'Plur', 'Polarity': 'Pos'}","[['obl:na_základě:gen', 8]]",
1104,57,4,tohoto,5.0,16.0,det,tento,DET,PDZS2----------,"{'Case': 'Gen', 'Gender': 'Masc,Neut', 'Number': 'Sing', 'PronType': 'Dem'}","[['det', 5]]",
1105,57,5,pokusu,3.0,26.0,nmod,pokus,NOUN,NNIS2-----A----,"{'Animacy': 'Inan', 'Case': 'Gen', 'Gender': 'Masc', 'Number': 'Sing', 'Polarity': 'Pos'}","[['nmod:gen', 3]]",
1106,57,6,je,8.0,13.0,cop,být,AUX,VB-S---3P-AA---,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}","[['cop', 8]]",
1107,57,7,ještě,8.0,3.0,advmod,ještě,ADV,Db-------------,,"[['advmod', 8]]",{'LId': 'ještě-1'}
1108,57,8,jistější,0.0,35.0,root,jistý,ADJ,AANS1----2A----,"{'Case': 'Nom', 'Degree': 'Cmp', 'Gender': 'Neut', 'Number': 'Sing', 'Polarity': 'Pos'}","[['root', 0]]",{'SpaceAfter': 'No'}
1109,57,9,",",13.0,33.0,punct,",",PUNCT,Z:-------------,,"[['punct', 13]]",
1110,57,10,že,13.0,25.0,mark,že,SCONJ,"J,-------------",,"[['mark', 13]]",{'LId': 'že-1'}
1111,57,11,raketová,12.0,4.0,amod,raketový,ADJ,AANP4----1A----,"{'Case': 'Acc', 'Degree': 'Pos', 'Gender': 'Neut', 'Number': 'Plur', 'Polarity': 'Pos'}","[['amod', 12]]",
1112,57,12,semínka,14.0,29.0,obj,semínko,NOUN,NNNP4-----A----,"{'Case': 'Acc', 'Gender': 'Neut', 'Number': 'Plur', 'Polarity': 'Pos'}","[['obj', 14]]",
1113,57,13,lze,8.0,14.0,csubj,lze,VERB,VB-S---3P-AA---,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}","[['csubj', 8]]",
1114,57,14,převézt,13.0,14.0,csubj,převézt,VERB,Vf--------A----,"{'Polarity': 'Pos', 'VerbForm': 'Inf'}","[['csubj', 13]]",
1115,57,15,a,16.0,8.0,cc,a,CCONJ,J^-------------,,"[['cc', 16]]",{'LId': 'a-1'}
1116,57,16,skladovat,14.0,12.0,conj,skladovat,VERB,Vf--------A----,"{'Aspect': 'Imp', 'Polarity': 'Pos', 'VerbForm': 'Inf'}","[['csubj', 13], ['conj', 14]]",
1117,57,17,na,20.0,7.0,case,na,ADP,RR--6----------,"{'AdpType': 'Prep', 'Case': 'Loc'}","[['case', 20]]",{'LId': 'na-1'}
1118,57,18,Mezinárodní,20.0,4.0,amod,mezinárodní,ADJ,AAFS6----1A----,"{'Case': 'Loc', 'Degree': 'Pos', 'Gender': 'Fem', 'Number': 'Sing', 'Polarity': 'Pos'}","[['amod', 20]]",
1119,57,19,vesmírné,20.0,4.0,amod,vesmírný,ADJ,AAFS6----1A----,"{'Case': 'Loc', 'Degree': 'Pos', 'Gender': 'Fem', 'Number': 'Sing', 'Polarity': 'Pos'}","[['amod', 20]]",
1120,57,20,stanici,16.0,30.0,obl,stanice,NOUN,NNFS6-----A----,"{'Case': 'Loc', 'Gender': 'Fem', 'Number': 'Sing', 'Polarity': 'Pos'}","[['obl:na:loc', 16]]",
1121,57,21,po,22.0,7.0,case,po,ADP,RR--4----------,"{'AdpType': 'Prep', 'Case': 'Acc'}","[['case', 22]]",{'LId': 'po-1'}
1122,57,22,dobu,16.0,30.0,obl,doba,NOUN,NNFS4-----A----,"{'Case': 'Acc', 'Gender': 'Fem', 'Number': 'Sing', 'Polarity': 'Pos'}","[['obl:po:acc', 16]]",
1123,57,23,šesti,24.0,28.0,nummod,šest,NUM,Cn-P2----------,"{'Case': 'Gen', 'Number': 'Plur', 'NumForm': 'Word', 'NumType': 'Card'}","[['nummod', 24]]",{'LNumValue': '6'}
1124,57,24,měsíců,22.0,26.0,nmod,měsíc,NOUN,NNIP2-----A----,"{'Animacy': 'Inan', 'Case': 'Gen', 'Gender': 'Masc', 'Number': 'Plur', 'Polarity': 'Pos'}","[['nmod:gen', 22]]",{'SpaceAfter': 'No'}
1125,57,25,",",29.0,33.0,punct,",",PUNCT,Z:-------------,,"[['punct', 29]]",
1126,57,26,aniž,29.0,25.0,mark,aniž,SCONJ,"J,-------------",,"[['mark', 29]]",
1127,57,27,by,29.0,6.0,aux,být,AUX,Vc-------------,"{'Mood': 'Cnd', 'VerbForm': 'Fin'}","[['aux', 29]]",
1128,57,28,to,29.0,27.0,nsubj,ten,DET,PDNS1----------,"{'Case': 'Nom', 'Gender': 'Neut', 'Number': 'Sing', 'PronType': 'Dem'}","[['nsubj', 29]]",
1129,57,29,mělo,13.0,2.0,advcl,mít,VERB,VpNS---XR-AA---,"{'Gender': 'Neut', 'Number': 'Sing', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Act'}","[['advcl:aniž', 13]]",
1130,57,30,podstatný,31.0,4.0,amod,podstatný,ADJ,AAIS4----1A----,"{'Animacy': 'Inan', 'Case': 'Acc', 'Degree': 'Pos', 'Gender': 'Masc', 'Number': 'Sing', 'Polarity': 'Pos'}","[['amod', 31]]",
1131,57,31,vliv,29.0,29.0,obj,vliv,NOUN,NNIS4-----A----,"{'Animacy': 'Inan', 'Case': 'Acc', 'Gender': 'Masc', 'Number': 'Sing', 'Polarity': 'Pos'}","[['obj', 29]]",
1132,57,32,na,34.0,7.0,case,na,ADP,RR--4----------,"{'AdpType': 'Prep', 'Case': 'Acc'}","[['case', 34]]",{'LId': 'na-1'}
1133,57,33,jejich,34.0,16.0,det,jeho,DET,PSXXXXP3-------,"{'Number[psor]': 'Plur', 'Person': '3', 'Poss': 'Yes', 'PronType': 'Prs'}","[['det', 34]]",{'LGloss': '(přivlast.)'}
1134,57,34,oplodňování,31.0,26.0,nmod,oplodňování,NOUN,NNNS4-----A----,"{'Case': 'Acc', 'Gender': 'Neut', 'Number': 'Sing', 'Polarity': 'Pos', 'VerbForm': 'Vnoun'}","[['nmod:na:acc', 31]]",{'LDeriv': 'oplodňovat'}
1135,57,35,a,36.0,8.0,cc,a,CCONJ,J^-------------,,"[['cc', 36]]",{'LId': 'a-1'}
1136,57,36,růst,34.0,12.0,conj,růst,NOUN,NNIS4-----A----,"{'Animacy': 'Inan', 'Case': 'Acc', 'Gender': 'Masc', 'Number': 'Sing', 'Polarity': 'Pos'}","[['nmod:na:acc', 31], ['conj', 34]]",{'LId': 'růst-1'}
1137,57,37,na,38.0,7.0,case,na,ADP,RR--4----------,"{'AdpType': 'Prep', 'Case': 'Acc'}","[['case', 38]]",{'LId': 'na-1'}
1138,57,38,Zemi,34.0,26.0,nmod,země,NOUN,NNFS4-----A----,"{'Case': 'Acc', 'Gender': 'Fem', 'Number': 'Sing', 'Polarity': 'Pos'}","[['nmod:na:acc', 34]]",{'SpaceAfter': 'No'}
1139,57,39,.,8.0,33.0,punct,.,PUNCT,Z:-------------,,"[['punct', 8]]",
1140,58,1,RHS,2.0,27.0,nsubj,RHS,PROPN,NNNXX-----A---8,"{'Abbr': 'Yes', 'Gender': 'Neut', 'NameType': 'Com', 'Polarity': 'Pos'}","[['nsubj', 2]]",{'LId': 'RHS-1'}
1141,58,2,shromáždilo,0.0,35.0,root,shromáždit,VERB,VpNS---XR-AA---,"{'Aspect': 'Imp', 'Gender': 'Neut', 'Number': 'Sing', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Act'}","[['root', 0]]",
1142,58,3,připomínky,2.0,29.0,obj,připomínka,NOUN,NNFP4-----A----,"{'Case': 'Acc', 'Gender': 'Fem', 'Number': 'Plur', 'Polarity': 'Pos'}","[['obj', 2]]",
1143,58,4,z,5.0,7.0,case,z,ADP,RR--2----------,"{'AdpType': 'Prep', 'Case': 'Gen'}","[['case', 5]]",{'LId': 'z-1'}
1144,58,5,řad,3.0,26.0,nmod,řada,NOUN,NNFP2-----A----,"{'Case': 'Gen', 'Gender': 'Fem', 'Number': 'Plur', 'Polarity': 'Pos'}","[['nmod:z:gen', 3]]","{'LGloss': '(linka,zástup,pořadí,...)'}"
1145,58,6,účastníků,5.0,26.0,nmod,účastník,NOUN,NNMP2-----A----,"{'Animacy': 'Anim', 'Case': 'Gen', 'Gender': 'Masc', 'Number': 'Plur', 'Polarity': 'Pos'}","[['nmod:gen', 5]]",
1146,58,7,pokusů,6.0,26.0,nmod,pokus,NOUN,NNIP2-----A----,"{'Animacy': 'Inan', 'Case': 'Gen', 'Gender': 'Masc', 'Number': 'Plur', 'Polarity': 'Pos'}","[['nmod:gen', 6]]",{'SpaceAfter': 'No'}
1147,58,8,",",10.0,33.0,punct,",",PUNCT,Z:-------------,,"[['punct', 10]]",
1148,58,9,jak,10.0,8.0,cc,jak,ADV,Db-------------,"{'PronType': 'Int,Rel'}","[['cc', 10]]",{'LId': 'jak-3'}
1149,58,10,žáků,6.0,5.0,appos,žák,NOUN,NNMP2-----A----,"{'Animacy': 'Anim', 'Case': 'Gen', 'Gender': 'Masc', 'Number': 'Plur', 'Polarity': 'Pos'}","[['appos', 6]]",{'SpaceAfter': 'No'}
1150,58,11,",",14.0,33.0,punct,",",PUNCT,Z:-------------,,"[['punct', 14]]",
1151,58,12,tak,14.0,8.0,cc,tak,CCONJ,J^-------------,,"[['cc', 14]]",{'LId': 'tak-2'}
1152,58,13,i,14.0,8.0,cc,i,CCONJ,J^-------------,,"[['cc', 14]]",{'LId': 'i-1'}
1153,58,14,učitelů,10.0,12.0,conj,učitel,NOUN,NNMP2-----A----,"{'Animacy': 'Anim', 'Case': 'Gen', 'Gender': 'Masc', 'Number': 'Plur', 'Polarity': 'Pos'}","[['appos', 6], ['conj', 10]]",{'SpaceAfter': 'No'}
1154,58,15,.,2.0,33.0,punct,.,PUNCT,Z:-------------,,"[['punct', 2]]",
1155,59,1,„,16.0,33.0,punct,"""",PUNCT,Z:-------------,,"[['punct', 16]]",{'SpaceAfter': 'No'}
1156,59,2,Na,3.0,7.0,case,na,ADP,RR--6----------,"{'AdpType': 'Prep', 'Case': 'Loc'}","[['case', 3]]",{'LId': 'na-1'}
1157,59,3,představě,16.0,30.0,obl,představa,NOUN,NNFS6-----A----,"{'Case': 'Loc', 'Gender': 'Fem', 'Number': 'Sing', 'Polarity': 'Pos'}","[['obl:na:loc', 16]]",{'SpaceAfter': 'No'}
1158,59,4,",",7.0,33.0,punct,",",PUNCT,Z:-------------,,"[['punct', 7]]",
1159,59,5,že,7.0,25.0,mark,že,SCONJ,"J,-------------",,"[['mark', 7]]",{'LId': 'že-1'}
1160,59,6,si,7.0,30.0,obl:arg,se,PRON,P7-X3----------,"{'Case': 'Dat', 'PronType': 'Prs', 'Reflex': 'Yes', 'Variant': 'Short'}","[['obl:arg:dat', 7]]",{'LGloss': '(zvr._zájmeno/částice)'}
1161,59,7,koupím,3.0,1.0,acl,koupit,VERB,VB-S---1P-AA---,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}","[['acl:že', 3]]",{'LGloss': '(něco_sobě/někomu)'}
1162,59,8,nebo,10.0,8.0,cc,nebo,CCONJ,J^-------------,,"[['cc', 10]]",
1163,59,9,budu,10.0,6.0,aux,být,AUX,VB-S---1F-AA---,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Fut', 'VerbForm': 'Fin', 'Voice': 'Act'}","[['aux', 10]]",
1164,59,10,nosit,7.0,12.0,conj,nosit,VERB,Vf--------A----,"{'Aspect': 'Imp', 'Polarity': 'Pos', 'VerbForm': 'Inf'}","[['acl:že', 3], ['conj', 7]]",
1165,59,11,část,7.0,29.0,obj,část,NOUN,NNFS4-----A----,"{'Case': 'Acc', 'Gender': 'Fem', 'Number': 'Sing', 'Polarity': 'Pos'}","[['obj', 7]]",
1166,59,12,těla,11.0,26.0,nmod,tělo,NOUN,NNNS2-----A----,"{'Case': 'Gen', 'Gender': 'Neut', 'Number': 'Sing', 'Polarity': 'Pos'}","[['nmod:gen', 11]]",
1167,59,13,někoho,12.0,26.0,nmod,někdo,PRON,PZM-2----------,"{'Animacy': 'Anim', 'Case': 'Gen', 'Gender': 'Masc', 'PronType': 'Ind'}","[['nmod:gen', 12]]",
1168,59,14,jiného,13.0,4.0,amod,jiný,ADJ,AAMS2----1A----,"{'Animacy': 'Anim', 'Case': 'Gen', 'Degree': 'Pos', 'Gender': 'Masc', 'Number': 'Sing', 'Polarity': 'Pos'}","[['amod', 13]]",{'SpaceAfter': 'No'}
1169,59,15,",",7.0,33.0,punct,",",PUNCT,Z:-------------,,"[['punct', 7]]",
1170,59,16,je,22.0,9.0,ccomp,být,AUX,VB-S---3P-AA---,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}","[['ccomp', 22]]",
1171,59,17,stále,16.0,3.0,advmod,stále,ADV,Db-------------,,"[['advmod', 16]]",
1172,59,18,něco,16.0,27.0,nsubj,něco,PRON,PZ--1----------,"{'Case': 'Nom', 'PronType': 'Ind'}","[['nsubj', 16]]",
1173,59,19,odpudivého,18.0,4.0,amod,odpudivý,ADJ,AANS2----1A----,"{'Case': 'Gen', 'Degree': 'Pos', 'Gender': 'Neut', 'Number': 'Sing', 'Polarity': 'Pos'}","[['amod', 18]]",{'SpaceAfter': 'No'}
1174,59,20,",",16.0,33.0,punct,",",PUNCT,Z:-------------,,"[['punct', 16]]",{'SpaceAfter': 'No'}
1175,59,21,“,16.0,33.0,punct,"""",PUNCT,Z:-------------,,"[['punct', 16]]",
1176,59,22,říká,0.0,35.0,root,říkat,VERB,VB-S---3P-AA---,"{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}","[['root', 0]]",{'SpaceAfter': 'No'}
1177,59,23,.,22.0,33.0,punct,.,PUNCT,Z:-------------,,"[['punct', 22]]",
1178,60,1,V,2.0,7.0,case,v,ADP,RR--6----------,"{'AdpType': 'Prep', 'Case': 'Loc'}","[['case', 2]]",{'LId': 'v-1'}
1179,60,2,Číně,5.0,30.0,obl,Čína,PROPN,NNFS6-----A----,"{'Case': 'Loc', 'Gender': 'Fem', 'NameType': 'Geo', 'Number': 'Sing', 'Polarity': 'Pos'}","[['obl:v:loc', 5]]",
1180,60,3,se,5.0,19.0,expl:pass,se,PRON,P7-X4----------,"{'Case': 'Acc', 'PronType': 'Prs', 'Reflex': 'Yes', 'Variant': 'Short'}","[['expl:pass', 5]]",{'LGloss': '(zvr._zájmeno/částice)'}
1181,60,4,typicky,5.0,3.0,advmod,typicky,ADV,Dg-------1A----,"{'Degree': 'Pos', 'Polarity': 'Pos'}","[['advmod', 5]]",{'LDeriv': 'typický'}
1182,60,5,dávají,18.0,9.0,ccomp,dávat,VERB,VB-P---3P-AA---,"{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}","[['ccomp', 18]]",{'LDeriv': 'dát'}
1183,60,6,vlasy,5.0,27.0,nsubj:pass,vlas,NOUN,NNIP1-----A----,"{'Animacy': 'Inan', 'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'Polarity': 'Pos'}","[['nsubj:pass', 5]]",
1184,60,7,do,9.0,7.0,case,do,ADP,RR--2----------,"{'AdpType': 'Prep', 'Case': 'Gen'}","[['case', 9]]",{'LId': 'do-1'}
1185,60,8,chemické,9.0,4.0,amod,chemický,ADJ,AAFS2----1A----,"{'Case': 'Gen', 'Degree': 'Pos', 'Gender': 'Fem', 'Number': 'Sing', 'Polarity': 'Pos'}","[['amod', 9]]",
1186,60,9,lázně,5.0,30.0,obl,lázeň,NOUN,NNFS2-----A----,"{'Case': 'Gen', 'Gender': 'Fem', 'Number': 'Sing', 'Polarity': 'Pos'}","[['obl:do:gen', 5]]",{'SpaceAfter': 'No'}
1187,60,10,",",16.0,33.0,punct,",",PUNCT,Z:-------------,,"[['punct', 16]]",
1189,60,11,aby,16.0,25.0,mark,aby,SCONJ,"J,-------------",,"[['mark', 16]]",
1190,60,12,by,16.0,6.0,aux,být,AUX,Vc-------------,"{'Mood': 'Cnd', 'Person': '3', 'VerbForm': 'Fin'}","[['aux', 16]]",
1191,60,13,byla,16.0,6.0,aux:pass,být,AUX,VpQW---XR-AA---,"{'Gender': 'Fem,Neut', 'Number': 'Plur,Sing', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Act'}","[['aux:pass', 16]]",
1192,60,14,kutikula,16.0,27.0,nsubj:pass,kutikula,NOUN,NNFS1-----A----,"{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Polarity': 'Pos'}","[['nsubj:pass', 16]]",
1193,60,15,úplně,16.0,3.0,advmod,úplně,ADV,Dg-------1A----,"{'Degree': 'Pos', 'Polarity': 'Pos'}","[['advmod', 16]]",{'LDeriv': 'úplný'}
1194,60,16,odstraněna,5.0,2.0,advcl,odstraněný,ADJ,VsQW---XX-AP---,"{'Aspect': 'Perf', 'Gender': 'Fem,Neut', 'Number': 'Plur,Sing', 'Polarity': 'Pos', 'Variant': 'Short', 'VerbForm': 'Part', 'Voice': 'Pass'}","[['advcl:aby', 5]]","{'SpaceAfter': 'No', 'LDeriv': 'odstranit'}"
1195,60,17,",",5.0,33.0,punct,",",PUNCT,Z:-------------,,"[['punct', 5]]",
1196,60,18,vysvětluje,0.0,35.0,root,vysvětlovat,VERB,VB-S---3P-AA---,"{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}","[['root', 0]]",
1197,60,19,Tarlo,18.0,27.0,nsubj,Tarlo,PROPN,NNMS1-----A----,"{'Animacy': 'Anim', 'Case': 'Nom', 'Gender': 'Masc', 'NameType': 'Sur', 'Number': 'Sing', 'Polarity': 'Pos'}","[['nsubj', 18]]",{'SpaceAfter': 'No'}
1198,60,20,.,18.0,33.0,punct,.,PUNCT,Z:-------------,,"[['punct', 18]]",
1199,61,1,Mezinárodní,2.0,4.0,amod,mezinárodní,ADJ,AAIS1----1A----,"{'Animacy': 'Inan', 'Case': 'Nom', 'Degree': 'Pos', 'Gender': 'Masc', 'Number': 'Sing', 'Polarity': 'Pos'}","[['amod', 2]]",
1200,61,2,trh,5.0,27.0,nsubj,trh,NOUN,NNIS1-----A----,"{'Animacy': 'Inan', 'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Polarity': 'Pos'}","[['nsubj', 5]]",
1201,61,3,s,4.0,7.0,case,s,ADP,RR--7----------,"{'AdpType': 'Prep', 'Case': 'Ins'}","[['case', 4]]",{'LId': 's-1'}
1202,61,4,vlasy,2.0,26.0,nmod,vlas,NOUN,NNIP7-----A----,"{'Animacy': 'Inan', 'Case': 'Ins', 'Gender': 'Masc', 'Number': 'Plur', 'Polarity': 'Pos'}","[['nmod:s:ins', 2]]",
1203,61,5,měl,12.0,9.0,ccomp,mít,VERB,VpYS---XR-AA---,"{'Gender': 'Masc', 'Number': 'Sing', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Act'}","[['ccomp', 12]]",
1204,61,6,napříč,7.0,7.0,case,napříč,ADV,Db-------------,,"[['case', 7]]",{'LId': 'napříč-2'}
1205,61,7,dějinami,5.0,30.0,obl,dějiny,NOUN,NNFP7-----A----,"{'Case': 'Ins', 'Gender': 'Fem', 'Number': 'Plur', 'Polarity': 'Pos'}","[['obl:napříč:ins', 5]]",
1206,61,8,vždy,5.0,3.0,advmod,vždy,ADV,Db--------A----,"{'Polarity': 'Pos', 'PronType': 'Tot'}","[['advmod', 5]]",
1207,61,9,politický,10.0,4.0,amod,politický,ADJ,AAIS4----1A----,"{'Animacy': 'Inan', 'Case': 'Acc', 'Degree': 'Pos', 'Gender': 'Masc', 'Number': 'Sing', 'Polarity': 'Pos'}","[['amod', 10]]",
1208,61,10,rozměr,5.0,29.0,obj,rozměr,NOUN,NNIS4-----A----,"{'Animacy': 'Inan', 'Case': 'Acc', 'Gender': 'Masc', 'Number': 'Sing', 'Polarity': 'Pos'}","[['obj', 5]]",{'SpaceAfter': 'No'}
1209,61,11,",",5.0,33.0,punct,",",PUNCT,Z:-------------,,"[['punct', 5]]",
1210,61,12,říká,0.0,35.0,root,říkat,VERB,VB-S---3P-AA---,"{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}","[['root', 0]]",
1211,61,13,Tarlo,12.0,27.0,nsubj,Tarlo,PROPN,NNMS1-----A----,"{'Animacy': 'Anim', 'Case': 'Nom', 'Gender': 'Masc', 'NameType': 'Sur', 'Number': 'Sing', 'Polarity': 'Pos'}","[['nsubj', 12]]",{'SpaceAfter': 'No'}
1212,61,14,.,12.0,33.0,punct,.,PUNCT,Z:-------------,,"[['punct', 12]]",
1213,62,1,„,3.0,33.0,punct,"""",PUNCT,Z:-------------,,"[['punct', 3]]",{'SpaceAfter': 'No'}
1214,62,2,Dnes,3.0,3.0,advmod,dnes,ADV,Db-------------,,"[['advmod', 3]]",
1215,62,3,provádíme,9.0,14.0,csubj,provádět,VERB,VB-P---1P-AA---,"{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}","[['csubj', 9]]",
1216,62,4,trestání,3.0,29.0,obj,trestání,NOUN,NNNS4-----A----,"{'Case': 'Acc', 'Gender': 'Neut', 'Number': 'Sing', 'Polarity': 'Pos', 'VerbForm': 'Vnoun'}","[['obj', 3]]",{'LDeriv': 'trestat'}
1217,62,5,pomocí,6.0,7.0,case,pomocí,ADP,RR--2----------,"{'AdpType': 'Prep', 'Case': 'Gen'}","[['case', 6]]",
1218,62,6,kladiny,4.0,26.0,nmod,kladina,NOUN,NNFS2-----A----,"{'Case': 'Gen', 'Gender': 'Fem', 'Number': 'Sing', 'Polarity': 'Pos'}","[['nmod:pomocí:gen', 4]]",{'SpaceAfter': 'No'}
1219,62,7,",",3.0,33.0,punct,",",PUNCT,Z:-------------,,"[['punct', 3]]",{'SpaceAfter': 'No'}
1220,62,8,“,3.0,33.0,punct,"""",PUNCT,Z:-------------,,"[['punct', 3]]",
1221,62,9,stojí,0.0,35.0,root,stát,VERB,VB-S---3P-AA---,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}","[['root', 0]]","{'LId': 'stát-3', 'LGloss': '(někdo/něco_stojí,_např._na_nohou)'}"
1222,62,10,v,11.0,7.0,case,v,ADP,RR--6----------,"{'AdpType': 'Prep', 'Case': 'Loc'}","[['case', 11]]",{'LId': 'v-1'}
